"syntax of",-530.54,-662.96,S
"bulker cd",-1067.15,-981.23,P
the perman",-114.43,-100.44,P
"Some inte",-305.95,-314.71,S
"investmen",-738.56,-686.21,P
"increase ",-1136.33,-989.41,P
"new updat",-382.1,-368.34,P
"$ $ $ $ $",-781.53,-755.61,P
empty",-8.75,-8.4,P
inexpensiv",-71.1,-66.52,P
"re : wayn",-1063.32,-1146.46,S
"look 10 y",-621.27,-593.5,P
"Is there ",-774.36,-832.26,S
"i would l",-392.85,-375.45,P
"albert tr",-183.14,-198.82,S
"On Tue, 2",-454.75,-470.4,S
"Today a F",-276.26,-283.02,S
"URL: http",-34.05,-40.5,S
"does your",-276.82,-255.26,P
"Dear Comp",-730.47,-682.19,P
"re : txu ",-268.6,-302.07,S
"hpl nom f",-26.67,-32.32,S
we offer y",-124.03,-105.78,P
"today ' s",-692.75,-712.28,S
"enron yea",-616.53,-642.55,S
"pluto / m",-2280.46,-2402.08,S
"begin for",-1324.46,-1388.31,S
question :",-107.12,-100.81,P
"I wrote:>",-156.93,-165.45,S
"WE NEED H",-294.91,-270.53,P
"blue hors",-311.26,-307.84,P
"stuff. Se",-4121.29,-4249.11,S
empty",-8.75,-8.4,P
"will cut ",-726.3,-671.77,P
"Protect y",-553.62,-504.27,P
"any med f",-179.03,-159.58,P
"c , ia _ ",-69.98,-69.25,P
"WE NEED H",-294.91,-270.53,P
"new produ",-434.67,-482.09,S
H6.29% Fix",-66.26,-63.19,P
re [ 10 ] ",-36.96,-35.66,P
pictures s",-324.17,-300.81,P
"fw : cera",-1167.79,-1190.86,S
"URL: http",-66.84,-71.22,S
"hi paliou",-508.45,-444.05,P
"tiger tea",-1186.5,-1251.68,S
"URL: http",-504.0,-521.52,S
"enron act",-37.32,-43.56,S
"Digital D",-2179.8,-2213.85,S
"languagin",-837.56,-994.77,S
"home page",-281.88,-322.88,S
"rabi de s",-320.26,-355.86,S
"i believe",-937.35,-1023.44,S
"Elias Sin",-419.04,-434.29,S
"> That ha",-144.01,-146.63,S
"SPECIAL A",-2688.86,-2561.73,P
"conferenc",-492.67,-621.06,S
"chamito -",-1447.67,-1778.52,S
"for your ",-319.34,-319.12,P
"book on l",-1274.89,-1445.23,S
"Dear Sir,",-1116.5,-1040.27,P
anadarko a",-207.18,-206.65,P
fwd : gree",-118.15,-106.63,P
"physical ",-299.53,-328.6,S
"hpl nom f",-19.89,-23.36,S
"negation ",-826.87,-996.77,S
"seeing th",-176.71,-186.22,S
earth day ",-348.54,-362.48,S
"computati",-966.43,-1154.66,S
"Beautiful",-504.5,-484.53,P
"http://ww",-1053.03,-1095.77,S
"URL: http",-49.22,-52.28,S
"fw : eog ",-814.08,-868.88,S
"photoshop",-266.67,-257.07,P
"Norton AD",-572.34,-524.64,P
"role desc",-171.99,-192.93,S
"meter 874",-720.18,-797.71,S
"urgent sa",-819.21,-801.32,P
"Here's a ",-682.04,-709.96,S
"re : than",-408.23,-420.48,S
"BODY {fon",-707.57,-643.25,P
"CENTRAL B",-1015.25,-969.93,P
"    Paul>",-177.89,-192.0,S
"alt iii a",-685.25,-785.56,S
"re : texa",-297.18,-329.28,S
"videoconf",-255.8,-271.85,S
">>From th",-193.55,-193.58,S
"re : curr",-1775.03,-1919.16,S
"syntax / ",-970.84,-1170.36,S
"emily ' s",-494.24,-497.97,S
"revised-",-1761.06,-1849.65,S
"Filled wi",-598.57,-608.8,S
"HELLO,I A",-1098.95,-1018.76,P
"dear webs",-2570.74,-2463.73,P
"new books",-869.09,-1010.65,S
"Make sure",-401.81,-429.9,S
"re : waco",-797.1,-874.9,S
want to se",-230.68,-213.23,P
"project s",-110.38,-119.48,S
"both male",-389.49,-351.3,P
earnings c",-69.87,-73.34,S
"research ",-691.33,-792.94,S
"re : re [",-1963.76,-2007.8,S
"new power",-751.35,-791.12,S
"    >> Be",-365.84,-381.87,S
"how many ",-463.85,-414.07,P
"revisedj",-267.26,-298.36,S
"Angles Pu",-82.62,-91.88,S
URL: http:",-100.5,-98.93,P
"shed inch",-33.43,-34.47,S
"re : 8 : ",-414.56,-448.02,S
"On Thu, A",-1166.45,-1244.72,S
"mid - yea",-928.02,-1003.23,S
"re : 6 . ",-90.99,-94.91,S
texaco 989",-138.3,-159.11,S
"start dat",-79.14,-89.95,S
"Long time",-1246.55,-1165.69,P
"junk mail",-235.79,-245.6,S
"austrones",-809.55,-989.38,S
"URL: http",-81.97,-82.8,S
"convergen",-447.02,-529.92,S
"you have ",-150.08,-138.1,P
"call : ge",-1487.24,-1670.15,S
"a chance ",-230.41,-213.29,P
"miracle p",-2977.09,-2749.26,P
"the faste",-360.33,-335.29,P
">>>>> J =",-247.83,-268.95,S
"interview",-154.3,-162.25,S
URL: http:",-77.64,-78.89,S
"Done>>>Ro",-502.81,-533.08,S
 Could you",-33.54,-31.74,P
"Forwarded",-875.33,-864.05,P
"project f",-848.27,-902.53,S
"theoretic",-481.11,-596.31,S
"This is a",-1516.0,-1466.84,P
"re : equi",-520.79,-561.04,S
"down . lo",-177.57,-174.17,P
"Would You",-429.34,-381.19,P
"psycholin",-299.16,-374.2,S
please rev",-19.03,-19.35,S
"        F",-3015.24,-3001.72,P
"5 % guara",-365.36,-344.06,P
"you can g",-309.82,-284.48,P
"re : mete",-35.6,-40.06,S
"remember ",-148.6,-138.87,P
"summer in",-286.67,-321.76,S
empty",-8.75,-8.4,P
"Hunt, Bry",-364.63,-378.63,S
"csseMortg",-323.36,-297.59,P
"dataroom ",-909.64,-960.4,S
"wccfl xiv",-876.61,-1006.1,S
"schedule ",-691.99,-792.94,S
"award / w",-1747.02,-1589.28,P
"On Wednes",-255.63,-272.88,S
"At 1:52 P",-452.56,-471.72,S
"> Date: M",-228.87,-243.67,S
"excel iss",-217.3,-223.79,S
"DetailsWa",-192.36,-167.41,P
"= ? utf -",-179.74,-159.6,P
"re : ( no",-61.27,-71.64,S
"by sendma",-400.97,-377.1,P
"managemen",-898.37,-937.57,S
"rachael a",-118.58,-118.04,P
"participa",-61.6,-56.32,P
tynenol 3 ",-188.73,-163.57,P
"re : eog ",-687.63,-733.75,S
"start dat",-79.14,-89.95,S
"submit 60",-503.79,-486.97,P
"get meds ",-156.09,-144.56,P
"re : thu ",-115.72,-114.2,P
"the great",-1240.88,-1156.95,P
Problem wi",-22.1,-23.94,S
"  Do you ",-476.43,-445.85,P
congratula",-17.47,-19.66,S
"Uh, WWII ",-401.16,-426.97,S
"Something",-369.94,-353.16,P
she looks ",-23.77,-19.68,P
"the effec",-292.48,-288.16,P
"Tired of ",-407.3,-388.55,P
----- Orig",-131.4,-135.41,S
"granada w",-1915.54,-2259.07,S
"re : saxe",-107.28,-121.22,S
"today ' s",-473.74,-508.18,S
"http://ww",-143.57,-146.91,S
"intrepid ",-3121.82,-2895.59,P
41 . npe .",-228.13,-220.33,P
"expand yo",-204.32,-192.59,P
"caiso not",-420.9,-435.37,S
"hpl noms ",-39.27,-45.79,S
"the econo",-272.37,-240.29,P
"Free Info",-416.08,-392.67,P
"evolvable",-867.16,-949.55,S
"URL: http",-81.37,-88.82,S
Hot Tawnee",-315.12,-280.88,P
"corrigend",-1289.95,-1179.85,P
"DEAR HOME",-653.24,-580.61,P
"nels date",-296.26,-342.41,S
"schedule ",-670.26,-767.58,S
"hil phono",-639.86,-777.64,S
"creditfix",-199.54,-187.36,P
"Matt Kett",-401.39,-438.16,S
"buy your ",-146.11,-147.63,S
"rendez - ",-734.81,-754.21,S
"hiv virus",-1584.62,-1431.15,P
"young ama",-230.81,-219.43,P
hi how to ",-294.66,-272.81,P
"sfa licen",-223.18,-235.69,S
empty",-8.75,-8.4,P
 fork@xent",-100.58,-87.8,P
"perfect l",-288.3,-250.19,P
"Hi,I beli",-188.68,-192.23,S
"employmen",-245.77,-260.54,S
roud and h",-40.14,-33.75,P
"Gary Lawr",-784.74,-829.65,S
"super vki",-212.49,-200.63,P
"top payin",-168.22,-153.76,P
"URL: http",-539.98,-547.15,S
"need phen",-783.63,-725.67,P
"find it h",-88.06,-85.19,P
fw : free ",-22.31,-21.2,P
"new produ",-353.01,-314.63,P
"clean dra",-93.37,-101.24,S
"bu  y cia",-150.87,-142.71,P
"re : apac",-314.66,-340.08,S
"Today's e",-175.9,-181.68,S
"* * you h",-2006.54,-1861.62,P
on cd . . ",-34.11,-32.21,P
"publish l",-737.97,-698.39,P
- you coul",-34.53,-33.34,P
"Dear Sir ",-406.82,-380.22,P
"maureen r",-118.3,-128.08,S
"amta work",-3110.6,-3488.41,S
"pill that",-132.65,-113.59,P
"philippe ",-449.71,-465.92,S
"good idea",-676.25,-672.33,P
"Urban Boq",-250.23,-265.78,S
"    I hat",-305.4,-317.78,S
empty",-8.75,-8.4,P
"cutoff fo",-393.91,-415.01,S
"Hallo,Wir",-122.94,-115.51,P
"You are r",-671.11,-622.76,P
START A BU",-372.04,-345.38,P
"hot stock",-4984.83,-4702.06,P
"basic wor",-906.65,-1067.36,S
"On Fri, 4",-251.74,-280.53,S
"start dat",-79.14,-89.95,S
"no loan d",-704.84,-659.54,P
"australia",-285.37,-313.0,S
I can't se",-117.53,-120.18,S
"Marc -- S",-242.92,-271.19,S
"On Tue, 2",-394.09,-427.26,S
"schedule ",-691.99,-792.94,S
"lecturesh",-607.07,-669.09,S
"cons├│rci",-482.42,-479.16,P
"please po",-274.67,-280.53,S
"making se",-1573.96,-1731.78,S
"-----Orig",-60.47,-65.75,S
"prc for e",-58.52,-62.34,S
"seminar :",-1555.94,-1701.07,S
"http : / ",-396.28,-361.64,P
"new journ",-470.61,-497.92,S
re : here ",-75.19,-65.21,P
"Dave Long",-209.9,-226.04,S
"Once upon",-555.37,-593.77,S
"> Dunno a",-547.61,-577.81,S
"capital b",-1268.65,-1318.22,S
"URL: http",-71.11,-73.03,S
"localized",-228.09,-205.44,P
"administr",-700.32,-669.13,P
"sum : sig",-5191.28,-5532.09,S
"teach and",-674.27,-646.09,P
"new invoi",-162.97,-182.05,S
"Not forte",-963.46,-976.6,S
"invoice u",-390.8,-396.94,S
"agree wit",-3812.91,-3906.65,S
"I have be",-220.59,-228.3,S
"fw : dirt",-840.9,-818.56,P
"your spec",-319.6,-311.5,P
"Below is ",-88.8,-83.23,P
"semantics",-201.95,-245.27,S
empty",-8.75,-8.4,P
"*********",-9892.33,-8913.16,P
"ardmore f",-577.39,-624.31,S
More Than ",-289.73,-264.32,P
the worlds",-1115.37,-1032.94,P
"toshiba m",-2306.13,-2163.34,P
"re : 5 . ",-1065.57,-1196.06,S
empty",-8.75,-8.4,P
"modern gr",-150.29,-172.44,S
",-0.5,-0.93,S
"re : pain",-250.33,-235.84,P
"competiti",-1360.66,-1385.13,S
"localized",-220.83,-203.62,P
empty",-8.75,-8.4,P
"re : summ",-2250.25,-2370.38,S
"computer ",-569.25,-654.94,S
"replica h",-43.25,-35.41,P
"DEAR SIR/",-1488.34,-1407.69,P
wouldn ' t",-2200.77,-1937.6,P
"originati",-691.86,-790.14,S
"BTW:  I r",-153.67,-159.84,S
"Matthew F",-456.43,-489.64,S
Big and bi",-83.31,-72.75,P
"To be rem",-405.49,-377.88,P
"t shirts ",-462.5,-459.33,P
"Adam L. B",-195.11,-190.16,P
re [ 13 ] ",-47.83,-49.14,S
"Shopping ",-318.13,-272.55,P
"I find Gn",-948.93,-1020.09,S
brothers o",-85.69,-79.71,P
"re : spok",-213.05,-205.05,P
"URL: http",-389.38,-393.14,S
"reporting",-641.48,-686.35,S
"localized",-231.26,-209.87,P
"chicago p",-1245.32,-1535.64,S
open seaso",-39.03,-44.86,S
"On Fri, 6",-844.06,-860.12,S
"re : uk :",-333.39,-354.32,S
"die offs ",-1108.41,-1146.68,S
"hpl meter",-336.99,-384.81,S
"californi",-2440.37,-2564.07,S
"I need to",-725.88,-787.66,S
re : site ",-40.16,-43.22,S
"union car",-45.12,-47.85,S
"Hello,I h",-1263.57,-1349.23,S
re : do yo",-164.91,-155.43,P
"summary :",-1343.12,-1609.7,S
"good news",-145.52,-139.75,P
"re : 5 . ",-1183.28,-1376.19,S
"office ad",-569.02,-555.03,P
"premium r",-389.35,-364.53,P
"use Perl ",-165.85,-184.4,S
empty",-8.75,-8.4,P
"srd louie",-283.34,-290.45,S
"language ",-1965.12,-2114.35,S
"URL: http",-66.46,-72.69,S
"re : 3 . ",-244.45,-263.6,S
empty",-8.75,-8.4,P
"euralex '",-699.11,-787.42,S
"semantics",-1456.69,-1754.73,S
"localized",-216.03,-196.78,P
jeanie whi",-32.35,-31.44,P
empty",-8.75,-8.4,P
"reviewer ",-230.1,-247.89,S
"update wa",-369.36,-342.4,P
"    Date:",-553.08,-585.26,S
"online ph",-79.51,-71.81,P
"hpl nom f",-28.32,-34.61,S
"the three",-279.79,-313.89,S
"On Thu, 8",-363.38,-369.13,S
"platinum ",-3217.03,-2946.97,P
"100 % f -",-236.86,-215.92,P
"congratul",-1282.12,-1178.63,P
"best defe",-855.27,-816.8,P
"├é┬áFree ",-7050.44,-6618.25,P
"ut resume",-386.92,-418.84,S
"ve do you",-87.94,-86.35,P
"hpl noms ",-50.66,-61.19,S
"http://ww",-723.44,-733.32,S
all the so",-888.99,-829.68,P
"[ ilug - ",-669.82,-645.58,P
"start dat",-79.14,-89.95,S
"keystone ",-173.3,-188.59,S
As I under",-98.71,-101.83,S
= ? utf - ",-87.96,-80.16,P
"our pro -",-547.93,-545.67,P
"go all ni",-414.86,-375.39,P
>>>>> CW =",-71.94,-74.51,S
"         ",-6356.39,-6475.8,S
"projector",-1167.13,-1115.08,P
"analyst /",-1938.07,-2044.1,S
"URL: http",-108.55,-112.38,S
"corrected",-71.31,-77.1,S
"DEAR FRIE",-897.05,-844.62,P
did you ge",-94.07,-110.96,S
"enpower -",-131.11,-136.42,S
"On Wed, 4",-130.57,-142.17,S
"URL: http",-166.02,-163.52,P
"Matthias,",-317.96,-340.37,S
"> >  sh -",-208.02,-206.65,P
"URL: http",-253.28,-262.2,S
"Hey Folks",-203.89,-207.62,S
"On 10 Aug",-475.16,-486.32,S
"--- In fo",-131.72,-140.94,S
"Latest ne",-312.49,-317.16,S
"re : your",-1102.47,-1062.41,P
"Tim Chapm",-440.13,-446.34,S
"t id ( aa",-261.86,-298.36,S
"possessiv",-1497.1,-1580.39,S
"pastoria ",-242.08,-251.74,S
best onlin",-207.7,-185.29,P
empty",-8.75,-8.4,P
"> - tso 5",-213.07,-217.89,S
"Gordon Ru",-110.43,-112.24,S
"URL: http",-600.58,-609.86,S
"does your",-274.67,-253.52,P
"greatly i",-439.4,-420.93,P
"gpg windo",-1272.41,-1349.61,S
"qs : a qu",-113.08,-115.79,S
"re : hiri",-1708.3,-1854.98,S
"re : koch",-336.74,-376.23,S
"> Around ",-87.29,-90.03,S
 Unsubscri",-28.19,-25.99,P
ios postin",-21.71,-24.82,S
"glow ' 99",-5290.16,-6121.94,S
reminder h",-247.89,-243.71,P
"i 6 h : l",-609.95,-569.64,P
"cheap med",-65.4,-59.18,P
"BARRISTER",-923.98,-871.44,P
"they were",-1764.66,-1795.79,S
"Download ",-1996.17,-2042.55,S
"strengthe",-496.69,-478.26,P
"BARRISTER",-915.74,-862.79,P
"Freedombu",-1256.87,-1156.43,P
"re : ems ",-3704.88,-3515.64,P
"solicity ",-1063.02,-991.15,P
= ? utf - ",-124.84,-117.14,P
"investmen",-962.45,-925.12,P
empty",-8.75,-8.4,P
"obligator",-153.57,-167.99,S
"the caiso",-163.54,-175.95,S
"internshi",-235.54,-265.87,S
"Dear Just",-1268.6,-1253.99,P
"Once upon",-402.13,-417.02,S
"Message B",-2025.87,-2039.22,S
"a message",-632.46,-617.02,P
"request f",-600.18,-617.29,S
"new line ",-147.32,-156.13,S
"i think y",-125.97,-129.63,S
empty",-8.75,-8.4,P
"URL: http",-447.71,-447.46,P
"INSIGHT N",-1721.61,-1696.07,P
"hi all,I'",-205.23,-217.52,S
save your ",-201.71,-186.52,P
"re : 5 . ",-292.98,-322.51,S
"URL: http",-51.86,-52.71,S
"Secured I",-537.54,-503.49,P
"re : stil",-114.78,-123.13,S
"etymo-dic",-116.73,-127.81,S
"heisser f",-185.79,-175.23,P
"new produ",-353.01,-314.63,P
"re : nom ",-127.06,-145.53,S
"On Sun, 2",-447.06,-473.75,S
"re : char",-1010.03,-1055.81,S
"Is Your C",-329.37,-305.71,P
cut 20 / d",-82.65,-99.19,S
" Thank yo",-3462.13,-3295.37,P
"shy amate",-219.69,-207.17,P
"URL: http",-82.34,-86.97,S
"v fooreve",-331.51,-316.07,P
"You Can't",-1630.02,-1525.87,P
"Eugene Le",-165.43,-166.3,S
"sanchez o",-348.58,-371.9,S
"any med f",-187.97,-167.91,P
"sap id - ",-1059.7,-1106.16,S
empty",-8.75,-8.4,P
"japanese ",-1052.0,-1108.11,S
"URL: http",-61.79,-61.1,P
"jm@jmason",-180.65,-187.72,S
Accept Cre",-30.79,-28.94,P
"associate",-1115.53,-1190.47,S
"At 12:01 ",-235.49,-264.29,S
"Hello -Yo",-1247.92,-1196.48,P
"mpwomen s",-764.22,-805.68,S
"Dental Pl",-391.8,-359.46,P
"enron men",-17642.84,-18283.8,S
"Joseph S.",-239.93,-247.74,S
"[Neale Pi",-755.33,-805.05,S
"re : 1 / ",-255.61,-278.21,S
"Good Day!",-311.12,-329.21,S
"URL: http",-242.68,-242.18,P
"fw : conv",-1187.36,-1258.58,S
"2nd call ",-1708.03,-2028.68,S
"Dear Sir ",-178.01,-160.75,P
"jm@jmason",-185.55,-198.17,S
"maybe thi",-322.68,-302.24,P
"uniformit",-508.69,-557.86,S
">JUST as ",-606.08,-624.36,S
empty",-8.75,-8.4,P
"journal o",-2092.57,-2504.04,S
"URL: http",-82.39,-81.98,P
"konvens98",-2859.64,-3368.44,S
"hpl nom f",-26.67,-32.32,S
"from the ",-16026.44,-16871.25,S
"it isn't ",-985.42,-1050.79,S
"On Sat, A",-394.49,-413.86,S
"re : hpl ",-2220.22,-2430.26,S
"re : nom ",-113.62,-123.16,S
"uk submis",-1821.11,-1943.37,S
"> On Wed,",-190.04,-206.69,S
"5th intl ",-3918.12,-4397.67,S
need low p",-271.34,-256.46,P
"edt job o",-2069.17,-2374.55,S
"explore v",-370.01,-346.77,P
"never see",-323.98,-318.91,P
"enron / h",-9.59,-11.82,S
"click her",-126.58,-113.65,P
"aum shinr",-414.32,-452.53,S
"hpl nom f",-19.89,-23.36,S
"Tremendou",-267.59,-236.1,P
"*** FREE ",-538.04,-495.75,P
"URL: http",-38.99,-39.51,S
"I have be",-365.32,-372.47,S
"magic 15 ",-900.55,-950.58,S
"RECIEVE A",-288.14,-271.59,P
"On 23 Aug",-148.21,-165.18,S
"enron net",-783.57,-794.61,S
"subcatego",-529.75,-609.55,S
"Legal TV ",-1427.9,-1326.12,P
". message",-537.47,-489.14,P
"Update of",-297.15,-319.07,S
"lp deal b",-103.57,-108.09,S
"fat boy w",-464.14,-443.98,P
"more data",-602.8,-668.31,S
armenian g",-28.89,-30.23,S
"proposed ",-1011.42,-1070.63,S
"On Mon, 1",-713.7,-741.16,S
"price cap",-2642.23,-2784.21,S
"├é┬á├é┬áD",-416.69,-366.34,P
request su",-225.73,-236.16,S
"maureen n",-50.1,-54.34,S
"f - r - e",-363.9,-353.6,P
re : [ 618",-38.85,-36.19,P
"duke deli",-303.32,-334.94,S
"txu gas d",-166.44,-182.69,S
"oasis pma",-237.23,-258.34,S
"Greetings",-7093.01,-6327.31,P
empty",-8.75,-8.4,P
empty",-8.75,-8.4,P
"applicati",-186.18,-178.28,P
"On 19 Jul",-198.12,-205.53,S
"mac paral",-944.19,-1064.62,S
"chechen w",-6209.66,-6704.62,S
"all graph",-501.55,-395.39,P
"re : my m",-387.86,-406.98,S
"http://ww",-665.77,-680.82,S
"Jim White",-137.86,-150.31,S
empty",-8.75,-8.4,P
"On Tue, A",-167.39,-181.61,S
"urgent in",-2310.63,-2201.81,P
"do you lo",-143.81,-128.56,P
"english p",-388.54,-418.05,S
office xp ",-295.73,-274.09,P
"need to d",-511.31,-495.11,P
"[I wrote ",-544.06,-595.94,S
"ny event ",-563.93,-590.33,S
"museum of",-209.88,-204.84,P
"re : what",-309.41,-335.76,S
"URL: http",-886.65,-908.51,S
"updated e",-816.6,-863.23,S
"John P. L",-121.76,-132.37,S
"< ot > pr",-1079.01,-1313.32,S
left offic",-81.91,-87.59,S
The Ximian",-153.74,-150.99,P
"if (windo",-2706.74,-2705.15,P
"summerset",-1260.46,-1151.47,P
meedz 2 u ",-377.54,-349.32,P
You have b",-227.86,-216.62,P
"popular s",-391.37,-384.06,P
"Your appl",-517.26,-490.8,P
"On Sat, O",-228.68,-236.88,S
re [ 10 ] ",-27.77,-28.89,S
"         ",-965.39,-1004.29,S
"dave - ch",-1572.19,-1462.59,P
"re : ems ",-3561.74,-3369.07,P
tiger team",-89.58,-93.12,S
"californi",-3476.23,-3659.71,S
"re : vall",-131.74,-121.08,P
"re : hell",-937.15,-1023.58,S
"alp prese",-859.57,-989.13,S
"re : pain",-355.31,-335.03,P
"calpine m",-197.26,-208.74,S
re [ 1 ] :",-2169.96,-1824.46,P
"linguisti",-1463.98,-1711.99,S
"URL: http",-0.5,-0.93,S
"On Thu, S",-360.61,-393.54,S
"premium o",-252.34,-234.71,P
"2nd issue",-332.0,-398.42,S
"http://ww",-119.73,-120.74,S
"originati",-343.79,-381.23,S
"your onli",-285.92,-264.24,P
"Long time",-1238.31,-1157.04,P
"On Thu, 2",-872.93,-927.39,S
"controls ",-468.08,-495.27,S
"I'm getti",-108.58,-111.2,S
"your logo",-255.09,-223.22,P
"OK guys -",-180.81,-187.45,S
"oppd prep",-283.09,-283.65,S
"Rohit Kha",-479.21,-496.28,S
"nominatio",-82.33,-94.07,S
"call for ",-529.67,-588.68,S
"vote usb ",-773.49,-797.73,S
"failure n",-581.1,-558.7,P
gmm 09 nov",-59.42,-65.98,S
your techn",-128.55,-126.92,P
">Helen & ",-385.17,-399.29,S
"re : www ",-192.85,-179.29,P
"using and",-809.3,-943.74,S
"project h",-343.3,-374.0,S
"URL: http",-389.6,-402.17,S
"re : = 20",-2491.56,-2396.33,P
"bring on ",-124.38,-126.63,S
"Randy Bus",-188.53,-193.77,S
"december ",-103.79,-113.85,S
"re : mete",-359.05,-429.08,S
"Increase ",-466.01,-437.05,P
"summary :",-1395.7,-1628.85,S
"corpus - ",-1239.62,-1461.99,S
empty",-8.75,-8.4,P
"logitech ",-1138.76,-1078.52,P
"dentists ",-1442.42,-1362.02,P
"award not",-1973.59,-1858.02,P
"Once upon",-711.63,-770.67,S
"80 % disc",-1550.42,-1446.33,P
"My FREE M",-144.18,-132.92,P
"hey i hav",-189.35,-192.67,S
"sentence ",-4287.66,-4841.27,S
"a linguis",-592.12,-645.38,S
"So how di",-96.43,-96.3,P
"start dat",-79.14,-89.95,S
"nineteent",-1194.65,-1427.64,S
"longview ",-332.06,-337.29,S
your appro",-15.58,-16.34,S
"do you kn",-335.35,-322.02,P
heyz darli",-127.56,-124.99,P
"Hi,fergal",-463.28,-493.53,S
"meningiti",-1061.47,-1052.98,P
">>>>> R =",-94.03,-102.25,S
"philosoph",-591.16,-668.36,S
"eol data ",-943.59,-1022.76,S
cheap soft",-23.42,-20.95,P
"James Raf",-365.45,-382.56,S
"Hi,when t",-311.89,-313.54,S
"office 2 ",-337.06,-301.96,P
"do you kn",-331.23,-306.28,P
"your site",-106.04,-105.13,P
"program -",-1046.88,-1273.72,S
"Hi all,Sa",-82.47,-87.73,S
"i know yo",-646.12,-599.91,P
"re : www ",-372.49,-404.06,S
"why the m",-206.8,-190.38,P
a only fix",-80.72,-70.41,P
"your onli",-259.55,-239.7,P
re [ 15 ] ",-42.09,-42.23,S
"re : resu",-1244.11,-1361.8,S
"OPWV and ",-497.52,-470.69,P
"intel pla",-956.73,-895.0,P
"lately I'",-219.67,-222.22,S
"Dear Sir/",-1667.72,-1565.85,P
"Hello ~na",-947.96,-898.61,P
"Copy     ",-664.06,-623.14,P
"stinson g",-370.83,-403.64,S
"fortune m",-606.99,-617.05,S
"baldness ",-693.17,-630.64,P
"looked at",-116.82,-115.09,P
